0.01937412   0.
0.05812237    0.
0.09687061    0.
0.13561886    0.
0.17436710    0.
0.21311535    0.
0.25186359    0.
0.29061184    0.
0.32936008    0.
0.36810833    0.
0.40685657    0.
0.44560482    0.
0.48435306    0.
0.52310131    0.
0.56184955    0.
0.60059780    0.
0.63934604    0.
0.67809429     0.
0.71684253    0.
0.75559078    0.
0.79433902    0.
0.83308727    0.
0.87183551    0.
0.91058376    0.
0.94933200    0.
0.98808025    0.
1.02682849    3.5954
1.06557674    3.00794
1.10432498    2.50026
1.14307323     2.06887
1.18182147    1.70864
1.22056972    1.41348
1.25931796    1.17679
1.29806621    0.99187
1.33681445    0.852122
1.37556270    0.751288
1.41431094     0.683544
1.45305919    0.643584
1.49180743    0.626657
1.53055568    0.628574
1.56930392    0.6457
1.60805217    0.674928
1.64680041    0.713642
1.68554866     0.759676
1.72429690    0.811272
1.76304515    0.86703
1.80179339    0.925867
1.84054164    0.986973
1.87928988    1.04977
1.91803813    1.11387
1.95678638     1.17906
1.99553462    1.24526
2.03428287    1.2888
2.07303111    1.28446
2.11177936    1.24821
2.15052760    1.19326
2.18927585    1.1299
2.22802409    1.06581
2.26677234     1.00646
2.30552058    0.95547
2.34426883    0.914927
2.38301707    0.885722
2.42176532    0.867825
2.46051356    0.860531
2.49926181    0.862665
2.53801005     0.872763
2.57675830    0.889202
2.61550654    0.910315
2.65425479    0.934469
2.69300303    0.960123
2.73175128    0.98587
2.77049952    1.01045
2.80924777     1.03277
2.84799601    1.05189
2.88674426    1.06703
2.92549250    1.07753
2.96424075    1.08286
3.00298899    1.08259
3.04173724    1.07641
3.08048548     1.06475
3.11923373    1.04884
3.15798197    1.03035
3.19673022    1.01106
3.23547846    0.992584
3.27422671    0.976287
3.31297495    0.963161
3.35172320     0.953826
3.39047144    0.948539
3.42921969    0.947233
3.46796793    0.949577
3.50671618    0.955037
3.54546442    0.962944
3.58421267    0.972551
3.62296091     0.983091
3.66170916    0.993825
3.70045740    1.00408
3.73920565    1.01326
3.77795389    1.02092
3.81670214    1.02669
3.85545038    1.03037
